Date,NIFTY_Close,IndiaVIX,VIX_Fwd_Avg_5D,Risk_Off
2014-07-14,7454.15,15.5625,16.041,0
2014-07-15,7526.65,14.7675,15.3495,0
2014-07-16,7624.4,14.73,15.1495,0
2014-07-17,7640.45,14.965,15.024000000000001,0
2014-07-18,7663.9,15.095,14.891000000000002,0
2014-07-21,7684.2,14.8975,14.8655,0
2014-07-22,7767.85,14.64,14.857500000000002,0
2014-07-23,7795.75,14.69,14.8085,0
2014-07-24,7830.6,14.72,14.633500000000002,0
2014-07-25,7790.45,14.22,14.5185,0
2014-07-28,7748.7,14.3225,14.368,0
2014-07-30,7791.4,13.8875,14.1945,0
2014-07-31,7721.3,13.8225,14.2945,0
2014-08-01,7602.6,15.22,14.413499999999999,0
2014-08-04,7683.65,14.815,14.3385,0
2014-08-05,7746.55,13.9475,14.420499999999999,0
2014-08-06,7672.05,14.2975,14.483499999999998,0
2014-08-07,7649.25,14.1375,14.363,0
2014-08-08,7568.55,14.6175,14.1995,0
2014-08-11,7625.95,13.9975,14.1035,0
2014-08-12,7727.05,13.4675,13.996499999999997,0
2014-08-13,7739.55,13.7625,13.812999999999999,0
2014-08-14,7791.7,13.22,13.59,0
2014-08-18,7874.25,13.5025,13.5715,0
2014-08-19,7897.5,13.905,13.61,0
2014-08-20,7875.3,13.66,13.604,0
2014-08-21,7891.1,13.7325,13.684000000000001,0
2014-08-22,7913.2,13.62,13.741,0
2014-08-25,7906.3,13.7875,13.7405,0
2014-08-26,7904.75,13.9025,13.620999999999999,0
2014-08-27,7936.05,13.0625,13.488,0
2014-08-28,7954.35,13.0675,13.469999999999999,0
2014-09-01,8027.7,13.53,13.402000000000001,0
2014-09-02,8083.05,13.4475,13.3,0
2014-09-03,8114.6,13.3925,13.303,0
2014-09-04,8095.95,13.0775,13.276499999999999,0
2014-09-05,8086.85,12.935,13.129,0
2014-09-08,8173.9,12.7925,12.991,0
2014-09-09,8152.95,12.7575,12.898500000000002,0
2014-09-10,8094.1,12.93,12.7865,0
2014-09-11,8085.7,12.5175,12.6725,0
2014-09-12,8105.5,12.365,12.765,0
2014-09-15,8042.0,13.255,12.870000000000001,0
2014-09-16,7932.9,13.2825,12.873500000000002,0
2014-09-17,7975.5,12.9475,12.835000000000003,0
2014-09-18,8114.75,12.325,12.739500000000001,0
2014-09-19,8121.45,11.8875,12.4015,0
2014-09-22,8146.3,11.565,12.227,0
2014-09-23,8017.55,12.41,12.1445,0
2014-09-24,8002.4,12.535,12.339,0
2014-09-25,7911.85,13.2975,12.547,0
2014-09-26,7968.85,12.9275,12.910999999999998,0
2014-09-29,7958.9,13.385,13.058000000000002,0
2014-09-30,7964.8,13.145,13.151,0
2014-10-01,7945.55,13.0,13.384,0
2014-10-07,7852.4,14.4625,13.621,0
2014-10-08,7842.7,14.1125,13.575,0
2014-10-09,7960.55,13.155,13.812000000000001,0
2014-10-10,7859.95,14.33,14.112,0
2014-10-13,7884.25,14.5,14.138,0
2014-10-14,7864.0,14.5925,14.601999999999999,0
2014-10-16,7748.2,16.4325,15.251,0
2014-10-17,7779.7,16.4,15.222999999999999,0
2014-10-20,7879.4,14.19,14.988999999999999,0
2014-10-21,7927.75,13.33,14.676499999999999,0
2014-10-22,7995.9,13.03,13.9625,0
2014-10-23,8014.55,12.8625,13.385499999999999,0
2014-10-27,7991.7,13.515,13.212,0
2014-10-28,8027.6,13.3225,13.147,0
2014-10-29,8090.45,13.005,13.193999999999999,0
2014-10-30,8169.2,13.265,13.2805,0
2014-10-31,8322.2,13.295,13.325,0
2014-11-03,8324.15,13.7375,13.4115,0
2014-11-05,8338.3,13.755,13.632499999999999,0
2014-11-07,8337.0,14.11,13.7655,0
2014-11-10,8344.25,13.93,14.0665,0
2014-11-11,8362.65,14.8,14.206,0
2014-11-12,8383.3,14.435,14.215,0
2014-11-13,8357.85,13.8,14.1875,0
2014-11-14,8389.9,13.9725,14.2835,0
2014-11-17,8430.75,14.41,14.136500000000002,0
2014-11-18,8425.9,14.065,14.118500000000001,0
2014-11-19,8382.3,14.345,14.191500000000001,0
2014-11-20,8401.9,14.165,14.1675,0
2014-11-21,8477.35,13.8525,13.889000000000001,0
2014-11-24,8530.15,13.0175,13.781,0
2014-11-25,8463.1,13.525,13.509,0
2014-11-26,8475.75,12.985,13.2245,0
2014-11-27,8494.2,12.7425,13.0335,0
2014-11-28,8588.25,12.8975,13.070500000000001,0
2014-12-01,8555.9,13.2025,12.8445,0
2014-12-02,8524.7,12.395,12.721,0
2014-12-03,8537.65,12.3675,12.6615,0
2014-12-04,8564.4,12.445,12.472,0
2014-12-05,8538.3,11.95,12.273,0
2014-12-08,8438.25,12.2075,12.293,0
2014-12-09,8340.7,12.495,12.267999999999999,0
2014-12-10,8355.65,12.2425,12.333499999999999,0
2014-12-11,8292.9,12.7725,12.693999999999999,0
2014-12-12,8224.1,13.7525,13.0565,0
2014-12-15,8219.6,14.02,13.818999999999999,0
2014-12-16,8067.6,16.3075,14.755500000000001,0
2014-12-17,8029.8,16.925,15.120500000000002,0
2014-12-18,8159.3,14.5975,15.272,0
2014-12-19,8225.2,14.51,15.309999999999999,0
2014-12-22,8324.0,14.21,15.107999999999999,0
2014-12-23,8267.0,15.2975,14.737,0
2014-12-24,8174.1,15.07,14.746500000000001,0
2014-12-26,8200.7,14.645,14.761,0
2014-12-29,8246.3,14.5825,14.891499999999999,0
2014-12-30,8248.25,14.8625,14.856,0
2014-12-31,8282.7,15.12,14.847,0
2015-01-01,8284.0,15.025,14.677000000000001,0
2015-01-02,8395.45,13.795,14.591,0
2015-01-05,8378.4,14.1525,15.102500000000001,0
2015-01-06,8127.35,17.42,15.7065,0
2015-01-07,8102.1,18.14,15.996,0
2015-01-08,8234.6,16.4725,16.428,0
2015-01-09,8284.5,15.955,16.8195,0
2015-01-12,8323.0,16.11,16.632,0
2015-01-13,8299.4,16.4825,16.453500000000002,0
2015-01-14,8277.55,17.2475,16.391,0
2015-01-15,8494.15,16.16,16.655,0
2015-01-16,8513.8,17.275,16.963,0
2015-01-19,8550.7,17.65,17.121,0
2015-01-20,8695.6,17.2725,17.214,0
2015-01-21,8729.5,17.7125,17.695,1
2015-01-22,8761.4,18.565,17.817,1
2015-01-23,8835.6,17.885,17.904000000000003,1
2015-01-27,8910.5,18.085,18.4035,1
2015-01-28,8914.3,19.77,18.747500000000002,1
2015-01-29,8952.35,19.4325,19.069,1
2015-01-30,8808.9,20.1725,19.573,1
2015-02-02,8797.4,20.405,19.917499999999997,1
2015-02-03,8756.55,19.8075,19.9735,1
2015-02-04,8723.7,20.05,20.21,1
2015-02-05,8711.7,20.615,20.3125,1
2015-02-06,8661.05,20.685,20.634499999999996,1
2015-02-09,8526.35,22.015,20.9115,1
2015-02-10,8565.55,21.1925,21.002,1
2015-02-11,8627.4,20.5025,20.9105,1
2015-02-12,8711.55,20.1575,20.794,1
2015-02-13,8805.5,20.1025,20.555999999999997,1
2015-02-16,8809.35,20.825,20.5,1
2015-02-18,8869.1,20.9125,20.479,1
2015-02-19,8895.3,20.3975,20.701,1
2015-02-20,8833.6,21.2675,21.007,1
2015-02-23,8754.95,21.6325,21.152,1
2015-02-24,8762.1,21.55,21.1245,1
2015-02-25,8767.25,20.775,21.161,1
2015-02-26,8683.85,20.58,20.8215,1
2015-02-27,8844.6,19.57,19.889,1
2015-02-28,8901.85,16.97,18.7485,1
2015-03-02,8956.75,15.8475,17.692,1
2015-03-03,8996.25,15.4925,16.615499999999997,0
2015-03-04,8922.65,15.1975,15.588999999999999,0
2015-03-05,8937.75,14.4375,15.357499999999998,0
2015-03-09,8756.75,15.8125,15.2945,0
2015-03-10,8712.05,15.5325,15.222,0
2015-03-11,8699.95,15.13,15.132499999999999,0
2015-03-12,8776.0,14.75,15.238,0
2015-03-13,8647.75,14.965,15.111,0
2015-03-16,8633.15,15.1775,15.030000000000001,0
2015-03-17,8723.3,15.1275,15.1065,0
2015-03-18,8685.9,15.5125,15.195999999999998,0
2015-03-19,8634.65,15.1975,15.055000000000001,0
2015-03-20,8570.9,14.26,14.873499999999998,0
2015-03-23,8550.9,14.27,14.5825,0
2015-03-24,8542.95,13.6725,14.108499999999998,0
2015-03-25,8530.8,13.1425,14.101499999999998,0
2015-03-26,8342.15,15.1625,14.1495,0
2015-03-27,8341.4,14.5,14.148,0
2015-03-30,8492.3,14.2625,14.312000000000001,0
2015-03-31,8491.0,14.4925,14.4165,0
2015-04-01,8586.25,13.665,14.298499999999999,0
2015-04-06,8659.9,14.5725,14.248499999999998,0
2015-04-07,8660.3,14.25,14.2655,0
2015-04-08,8714.4,14.3475,14.250499999999999,0
2015-04-09,8778.3,14.4175,14.368500000000001,0
2015-04-10,8780.35,14.255,14.351499999999998,0
2015-04-13,8834.0,14.4875,14.4255,0
2015-04-15,8750.2,14.62,14.546000000000001,0
2015-04-16,8706.7,14.95,14.670499999999999,0
2015-04-17,8606.0,15.04,15.078999999999999,0
2015-04-20,8448.1,16.2975,15.5875,0
2015-04-21,8377.75,17.03,16.1055,0
2015-04-22,8429.7,17.21,16.8155,0
2015-04-23,8398.3,18.5,17.628500000000003,1
2015-04-24,8305.25,19.105,18.116000000000003,1
2015-04-27,8213.8,18.735,18.192,1
2015-04-28,8285.6,17.41,18.197,1
2015-04-29,8239.75,17.235,17.942,1
2015-04-30,8181.5,17.225,17.5825,1
2015-05-04,8331.95,17.3075,17.308500000000002,1
2015-05-05,8324.8,17.365,17.7605,1
2015-05-06,8097.0,19.67,18.2435,1
2015-05-07,8057.3,19.65,18.6205,1
2015-05-08,8191.5,19.11,18.884,1
2015-05-11,8325.25,18.625,19.520000000000003,1
2015-05-12,8126.95,20.545,19.723000000000003,1
2015-05-13,8235.45,20.685,19.933,1
2015-05-14,8224.2,20.7,20.074,1
2015-05-15,8262.35,19.815,19.929499999999997,1
2015-05-18,8373.65,17.9025,19.4745,1
2015-05-19,8365.65,18.27,18.881,1
2015-05-20,8423.25,17.7175,18.2235,1
2015-05-21,8421.0,17.4125,17.650000000000002,1
2015-05-22,8458.95,16.9475,17.456,1
2015-05-25,8370.25,16.9325,17.2155,0
2015-05-26,8339.35,17.0675,17.128500000000003,0
2015-05-27,8334.6,17.2825,17.072499999999998,0
2015-05-28,8319.0,17.1325,17.014499999999998,0
2015-05-29,8433.65,16.6575,17.0105,0
2015-06-01,8433.4,16.9125,16.961,0
2015-06-02,8236.45,16.82,17.0055,0
2015-06-03,8135.1,17.505,17.2035,0
2015-06-04,8130.65,18.1225,17.4895,1
2015-06-05,8114.7,18.0875,17.883999999999997,1
2015-06-08,8044.15,18.885,18.122,1
2015-06-09,8022.4,18.01,18.036499999999997,1
2015-06-10,8124.45,17.0775,17.973000000000003,1
2015-06-11,7965.35,17.805,17.851,1
2015-06-12,7982.9,17.4775,17.579,1
2015-06-15,8013.9,17.525,17.410500000000003,1
2015-06-16,8047.3,17.1675,17.3405,1
2015-06-17,8091.55,16.7275,16.982499999999998,0
2015-06-18,8174.6,16.015,16.504,0
2015-06-19,8224.95,15.085,16.0965,0
2015-06-22,8353.1,15.4875,15.6715,0
2015-06-23,8381.55,15.0425,15.509,0
2015-06-24,8360.85,15.915,15.492,0
2015-06-25,8398.0,15.93,15.627,0
2015-06-26,8381.1,15.76,15.988999999999999,0
2015-06-29,8318.4,17.2975,16.366,0
2015-06-30,8368.5,16.9275,16.351999999999997,0
2015-07-01,8453.05,15.845,16.277499999999996,0
2015-07-02,8444.9,15.5575,16.386499999999998,0
2015-07-03,8484.9,16.305,16.130499999999998,0
2015-07-06,8522.15,16.0175,16.0065,0
2015-07-07,8510.8,16.3075,16.3955,0
2015-07-08,8363.05,17.79,16.771499999999996,0
2015-07-09,8328.55,17.4375,16.924500000000002,0
2015-07-10,8360.55,17.07,16.9755,0
2015-07-13,8459.65,16.2725,16.916,0
2015-07-14,8454.1,16.01,16.4715,0
2015-07-15,8523.8,15.5675,15.940500000000004,0
2015-07-16,8608.05,14.7825,15.487,0
2015-07-17,8609.85,14.8025,15.2245,0
2015-07-20,8603.45,14.96,15.042000000000002,0
2015-07-21,8529.45,15.0975,14.954500000000001,0
2015-07-22,8633.5,15.13,15.102,0
2015-07-23,8589.8,15.52,15.232999999999999,0
2015-07-24,8521.55,15.4575,15.515,0
2015-07-27,8361.0,16.37,15.6785,0
2015-07-28,8337.0,15.915,15.828,0
2015-07-29,8375.05,15.8775,15.789000000000001,0
2015-07-30,8421.8,15.325,15.611500000000001,0
2015-07-31,8532.85,14.57,15.4155,0
2015-08-03,8543.05,15.39,15.198500000000001,0
2015-08-04,8516.9,14.83,14.956,0
2015-08-05,8567.95,14.665,14.837,0
2015-08-06,8588.65,14.73,14.905000000000001,0
2015-08-07,8564.6,14.91,14.919999999999998,0
2015-08-10,8525.6,15.465,15.132500000000002,0
2015-08-11,8462.35,15.8925,15.6885,0
2015-08-12,8349.45,17.445,16.145999999999997,0
2015-08-13,8355.85,17.0175,16.368000000000002,0
2015-08-14,8518.55,16.02,16.5675,0
2015-08-17,8477.3,16.4625,16.660999999999998,0
2015-08-18,8466.55,16.36,16.508,0
2015-08-19,8495.15,16.68,16.4995,0
2015-08-20,8372.75,16.975,16.7185,0
2015-08-21,8299.95,17.115,19.052,1
2015-08-24,7809.0,28.13,21.1495,1
2015-08-25,7880.7,26.8475,22.9165,1
2015-08-26,7791.85,25.515,23.93,1
2015-08-27,7948.95,22.0425,25.173,1
2015-08-28,8001.95,23.33,24.466,1
2015-08-31,7971.3,24.595,24.84,1
2015-09-01,7785.85,28.7175,25.067,1
2015-09-02,7717.0,26.65,25.4815,1
2015-09-03,7823.0,24.115,26.1,1
2015-09-04,7655.05,26.4225,26.451,1
2015-09-07,7558.8,26.35,25.621,1
2015-09-08,7688.25,24.5675,25.151,1
2015-09-09,7818.6,24.3,25.276999999999997,1
2015-09-10,7788.1,24.745,24.987500000000004,1
2015-09-11,7789.3,24.975,24.5815,1
2015-09-14,7872.25,24.32,24.416500000000003,1
2015-09-15,7829.1,23.7425,23.956,1
2015-09-16,7899.15,21.9975,22.6655,1
2015-09-18,7981.9,18.2925,21.306,1
2015-09-21,7977.1,18.1775,20.511000000000003,1
2015-09-22,7812.0,20.345,19.9,1
2015-09-23,7845.95,20.6875,19.677,1
2015-09-24,7868.5,20.8825,20.352,1
2015-09-28,7795.7,21.6675,21.0305,1
2015-09-29,7843.3,21.57,20.8865,1
2015-09-30,7948.9,19.625,20.596,1
2015-10-01,7950.9,19.235,20.244999999999997,1
2015-10-05,8119.3,19.1275,19.7725,1
2015-10-06,8152.9,19.305,19.326,1
2015-10-07,8177.4,19.3375,19.313499999999998,1
2015-10-08,8129.35,19.5625,19.2515,1
2015-10-09,8189.7,18.925,19.2505,1
2015-10-12,8143.6,19.1225,18.9925,1
2015-10-13,8131.7,18.015,18.669,1
2015-10-14,8107.9,17.72,18.190499999999997,1
2015-10-15,8179.5,17.17,17.6605,1
2015-10-16,8238.15,16.275,17.2115,0
2015-10-19,8275.05,16.8775,17.0075,0
2015-10-20,8261.65,16.995,16.788,0
2015-10-21,8251.7,16.6225,16.5925,0
2015-10-23,8295.45,16.1925,16.7835,0
2015-10-26,8260.55,17.23,16.715,0
2015-10-27,8232.9,16.535,16.724,0
2015-10-28,8171.2,17.04,16.916,0
2015-10-29,8111.75,17.5825,17.2535,0
2015-10-30,8065.8,17.88,17.702999999999996,1
2015-11-02,8050.8,19.4775,18.307,1
2015-11-03,8060.7,19.555,18.770000000000003,1
2015-11-04,8040.2,19.355,19.112000000000002,1
2015-11-05,7955.45,19.2925,19.430500000000002,1
2015-11-06,7954.3,19.4725,18.943,1
2015-11-09,7915.2,17.04,18.397,1
2015-11-10,7783.35,16.825,17.907,1
2015-11-11,7825.0,16.905,17.579,1
2015-11-13,7762.25,17.6525,17.259999999999998,1
2015-11-16,7806.6,17.8775,17.2465,0
2015-11-17,7837.55,16.9725,17.3645,1
2015-11-18,7731.8,17.415,17.1515,0
2015-11-19,7842.75,15.84,16.8005,0
2015-11-20,7856.55,15.8975,16.64,0
2015-11-23,7849.25,17.075,16.4945,0
2015-11-24,7831.6,16.245,16.349,0
2015-11-26,7883.8,16.6875,16.526999999999997,0
2015-11-27,7942.7,16.73,16.6335,0
2015-11-30,7935.25,16.43,16.345499999999998,0
2015-12-01,7954.9,15.635,16.194,0
2015-12-02,7931.35,15.4875,16.0675,0
2015-12-03,7864.15,16.055,15.9385,0
2015-12-04,7781.9,16.085,15.8255,0
2015-12-07,7765.4,15.865,15.893,0
2015-12-08,7701.7,15.9725,16.1405,0
2015-12-09,7612.5,16.725,16.188000000000002,0
2015-12-10,7683.3,16.2925,16.4075,0
2015-12-11,7610.45,17.1825,16.794,0
2015-12-14,7650.05,17.7975,17.068,0
2015-12-15,7700.9,17.3425,17.0685,0
2015-12-16,7750.9,16.7275,16.653,0
2015-12-17,7844.35,14.215,16.115000000000002,0
2015-12-18,7761.95,14.4925,15.4005,0
2015-12-21,7834.45,14.225,14.8285,0
2015-12-22,7786.1,14.4825,14.2135,0
2015-12-23,7865.95,13.6525,14.119499999999999,0
2015-12-24,7861.05,13.745,14.101500000000001,0
2015-12-28,7925.15,14.4025,14.1035,0
2015-12-29,7928.95,14.235,14.076999999999998,0
2015-12-30,7896.25,14.35,14.120499999999998,0
2015-12-31,7946.35,13.87,14.223499999999998,0
2016-01-01,7963.2,14.26,14.709999999999999,0
2016-01-04,7791.3,16.835,15.2035,0
2016-01-05,7784.65,16.7025,15.644,0
2016-01-06,7741.0,16.5525,16.662,0
2016-01-07,7568.3,18.96,17.3695,1
2016-01-08,7601.35,17.7975,17.7405,1
2016-01-11,7563.85,18.69,18.1425,1
2016-01-12,7510.3,18.7125,18.5025,1
2016-01-13,7562.4,18.3525,18.4315,1
2016-01-14,7536.8,18.605,18.755,1
2016-01-15,7437.8,19.415,19.062,1
2016-01-18,7351.0,20.225,19.0055,1
2016-01-19,7435.1,18.43,19.528,1
2016-01-20,7309.3,20.965,19.9695,1
2016-01-21,7276.8,20.8125,19.8505,1
2016-01-22,7422.45,18.82,19.4585,1
2016-01-25,7436.15,18.265,19.584,1
2016-01-27,7437.75,19.0575,18.970999999999997,1
2016-01-28,7424.65,17.9,18.2565,1
2016-01-29,7563.55,17.24,18.070500000000003,1
2016-02-01,7555.95,17.89,18.0245,1
2016-02-02,7455.55,18.035,17.930500000000002,1
2016-02-03,7361.8,18.5875,17.991999999999997,1
2016-02-04,7404.0,18.2075,18.166999999999998,1
2016-02-05,7489.1,18.115,18.640499999999996,1
2016-02-08,7387.25,20.2575,19.378999999999998,1
2016-02-09,7298.2,21.7275,20.154500000000002,1
2016-02-10,7215.7,22.465,21.706,1
2016-02-11,6976.35,25.965,23.017500000000002,1
2016-02-12,6980.95,24.6725,23.441000000000003,1
2016-02-15,7162.95,22.375,23.7035,1
2016-02-16,7048.25,23.04,23.576999999999998,1
2016-02-17,7108.45,21.8325,22.680999999999997,1
2016-02-18,7191.75,21.485,21.929499999999997,1
2016-02-19,7210.75,20.915,21.6585,1
2016-02-22,7234.55,21.02,21.818,1
2016-02-23,7109.55,23.8375,22.0425,1
2016-02-24,7018.7,22.955,22.2945,1
2016-02-25,6970.6,22.745,22.484499999999997,1
2016-02-26,7029.75,21.865,22.312,1
2016-02-29,6987.05,20.1575,21.278999999999996,1
2016-03-01,7222.3,18.6725,20.486,1
2016-03-02,7368.85,18.99,19.544999999999998,1
2016-03-03,7475.6,18.04,18.7485,1
2016-03-04,7485.35,17.8825,18.410000000000004,1
2016-03-08,7485.3,18.465,18.176499999999997,1
2016-03-09,7531.8,17.505,17.9575,1
2016-03-10,7486.15,17.895,17.769,1
2016-03-11,7510.2,17.0975,17.613,1
2016-03-14,7538.75,17.1025,17.4395,1
2016-03-15,7460.6,17.5975,17.3615,1
2016-03-16,7498.75,17.115,17.1505,0
2016-03-17,7512.55,16.84,17.0075,0
2016-03-18,7604.35,16.3825,16.8535,0
2016-03-21,7704.25,16.3325,16.619999999999997,0
2016-03-22,7714.9,16.43,16.466,0
2016-03-23,7716.5,16.345,16.595,0
2016-03-28,7615.1,17.485,16.846,0
2016-03-29,7597.0,17.6375,16.941,0
2016-03-30,7735.2,16.8075,16.9715,0
2016-03-31,7738.4,16.5825,17.158,0
2016-04-01,7713.05,17.2775,17.151,0
2016-04-04,7758.8,17.45,17.1895,0
2016-04-05,7603.2,17.83,17.296999999999997,1
2016-04-06,7614.35,17.345,17.3675,1
2016-04-07,7546.45,16.935,17.1985,0
2016-04-08,7555.2,16.4325,16.910999999999998,0
2016-04-11,7671.4,16.0125,16.549999999999997,0
2016-04-12,7708.95,16.025,16.288,0
2016-04-13,7850.45,16.035,16.2905,0
2016-04-18,7914.7,16.9475,16.419,0
2016-04-20,7914.75,17.075,16.519,0
2016-04-21,7912.05,16.5125,16.59,0
2016-04-22,7899.3,16.38,16.697499999999998,0
2016-04-25,7855.05,16.5725,16.624000000000002,0
2016-04-26,7962.65,16.58,16.479499999999998,0
2016-04-27,7979.9,16.3525,16.496499999999997,0
2016-04-28,7847.25,16.5975,16.528,0
2016-04-29,7849.8,16.5375,16.631999999999998,0
2016-05-02,7805.9,17.0925,16.8085,0
2016-05-03,7747.0,17.4625,17.027,0
2016-05-04,7706.55,17.445,17.1415,0
2016-05-05,7735.5,17.17,17.2235,0
2016-05-06,7733.45,16.9475,17.1275,0
2016-05-09,7866.05,16.6125,16.918,0
2016-05-10,7887.8,16.415,16.8215,0
2016-05-11,7848.85,16.9625,16.653,0
2016-05-12,7900.4,16.3275,16.663,0
2016-05-13,7814.9,16.9975,16.747,0
2016-05-16,7860.75,17.0325,16.7385,0
